2020_12_14_232617_27,,0,0,0,0,0,0,4.08618,4.08617,4.08621,4.08623,4.08616,4.08614,4.08572,4.08502,4.0843,4.08385,4.08332,4.04346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09443,4.09443,4.09443,0,0,0,0,0,0,0,0,0,0,0,4.25309,0.407816,,4
2020_12_14_232617_28,,0,0,0,0,0,0,4.96399,4.96403,4.96404,4.96411,4.96397,4.96403,4.96358,4.96285,4.96207,4.96174,4.9612,4.90129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972295,1.97229,0,0,4.97229,4.97229,4.97229,0,0,0,0,0,0,0,0,0,0,0,4.07018,0.896445,,2
2020_12_14_232617_29,,0,0,0,0,0,0,0,4.05848,4.05849,4.05862,4.05838,4.05846,4.05802,4.05738,4.0566,4.05614,4.05567,3.93898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0668,2.0668,0,0,4.0668,4.0668,4.0668,0,0,0,0,0,0,0,0,0,0,0,3.67604,1.31466,,2
2020_12_14_232617_30,,0,0,0,0,0,0,0,4.05495,4.05493,4.05499,4.05488,4.05488,4.05445,4.05375,4.05293,4.05259,4.05204,3.88302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06306,2.06306,0,0,4.06306,4.06306,4.06306,0,0,0,0,0,0,0,0,0,0,0,3.14159,1.48353,,8
2020_12_14_232617_31,,0,0,0,0,0,0,0,3.86271,3.86274,3.86267,3.86257,3.86262,3.86218,3.86146,3.86062,3.86024,3.85966,3.72144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870872,1.87087,0,0,3.87087,3.87087,3.87087,0,0,0,0,0,0,0,0,0,0,0,2.60714,1.31466,,8
2020_12_14_232617_32,,0,0,0,0,0,0,4.17243,4.17238,4.17242,4.17248,4.17229,4.17231,4.17193,4.17122,4.17055,4.17,4.1695,4.09346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18066,2.18066,0,0,4.18066,4.18066,4.18066,0,0,0,0,0,0,0,0,0,0,0,2.21301,0.896445,,1
2020_12_14_232617_33,,0,0,0,0,0,0,4.21376,4.21371,4.21374,4.21379,4.21367,4.21371,4.21329,4.21257,4.21181,4.21144,4.2109,4.16734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22199,4.22199,4.22199,0,0,0,0,0,0,0,0,0,0,0,2.0301,0.407816,,8
2020_12_14_232920_34,,18.056,18.0568,18.058,18.0585,0,18.0562,18.0568,18.0583,18.0591,18.0605,18.0569,18.0576,18.0591,18.0598,18.0603,17.9228,17.9969,18.0594,18.0601,17.9698,0,0,17.9937,18.0603,0,0,15.0684,16.0684,14.0684,0,0,17.0683,18.0683,17.0683,0,0,18.0683,18.0683,18.0683,0,0,0,18.0683,0,0,0,0,0,0,0,3.14159,0.785398,,3
2020_12_14_232921_35,,18.0556,18.0563,18.0575,18.0581,0,18.0558,18.0564,18.0578,18.0586,18.0593,18.0563,18.0571,18.0585,18.0592,18.0597,17.9525,18.0153,18.0588,18.0595,18.0005,0,0,18.008,18.0598,0,0,10.0678,13.0678,10.0678,0,0,16.0678,18.0678,16.0678,0,0,18.0678,18.0678,18.0678,0,0,0,18.0678,0,0,0,0,0,0,0,3.14159,0.436332,,2
2020_12_14_232921_36,,18.0562,18.0568,18.058,18.0586,0,18.0563,18.0569,18.0583,18.0591,18.0605,18.0569,18.0576,18.0591,18.0598,18.0602,17.9315,18.0018,18.0593,18.06,18.0151,0,0,18.0001,18.0603,0,0,0,14.0684,13.0684,0,0,0,18.0683,17.0683,0,0,18.0683,18.0683,18.0683,0,0,0,18.0683,0,0,0,0,0,0,0,3.59729,0.581803,,4
2020_12_14_232921_37,,18.0561,18.0568,18.058,18.0585,0,18.0563,18.0569,18.0584,18.0591,18.0606,18.0569,18.0577,18.0592,18.0598,18.0603,17.8984,17.9839,18.0594,18.0601,17.9748,0,0,17.9696,18.0604,0,0,0,16.0684,14.0684,0,0,17.0683,18.0683,17.0683,0,0,18.0683,18.0683,18.0683,0,0,0,18.0683,0,0,0,0,0,0,0,3.42336,1.05474,,4
2020_12_14_232921_38,,18.0529,18.0535,18.0548,18.0553,0,18.053,18.0536,18.0551,18.0558,18.0565,18.0535,18.0542,18.0557,18.0564,18.0568,17.8873,17.9667,18.0561,18.0568,17.938,0,0,17.9631,18.0398,0,0,15.0651,16.0651,14.0651,0,0,17.0651,18.0651,17.0651,0,0,18.0651,18.0651,18.0651,0,0,0,18.0651,0,0,0,0,0,0,0,3.14159,1.13446,,3
2020_12_14_232921_39,,17.9812,17.982,17.9831,17.9837,0,17.9814,17.982,17.9835,17.9842,17.9856,17.9819,17.9826,17.9842,17.9849,17.9854,17.8346,17.9082,17.9844,17.9852,17.8703,0,7.99872,17.9041,17.9855,0,0,14.9935,15.9935,13.9935,0,0,16.9935,17.9935,16.9935,0,0,17.9935,17.9935,17.9935,0,0,0,17.9935,0,0,0,0,0,0,0,2.85982,1.05474,,6
2020_12_14_232921_40,,18.0362,18.0369,18.0381,18.0387,0,18.0364,18.037,18.0385,18.0392,18.04,18.0369,18.0377,18.0392,18.0399,18.0403,17.9161,17.992,18.0395,18.0402,17.9313,0,0,17.976,18.0315,0,0,15.0485,15.0485,0,0,0,17.0485,18.0485,17.0485,0,0,18.0485,18.0485,18.0485,0,0,0,18.0485,0,0,0,0,0,0,0,2.66623,0.844021,,7
2020_12_14_232921_41,,18.0578,18.0584,18.0596,18.0602,0,18.0579,18.0585,18.06,18.0607,18.0621,18.0585,18.0592,18.0607,18.0614,18.0618,17.9502,18.0156,18.061,18.0617,17.9754,0,0,18.0056,18.0528,0,0,14.07,13.07,0,0,0,17.07,18.07,16.07,0,0,18.07,18.07,18.07,0,0,0,18.07,0,0,0,0,0,0,0,2.68589,0.581803,,8
2020_12_14_232921_42,,18.0633,18.064,18.0652,18.0658,0,18.0634,18.064,18.0655,18.0662,18.067,18.064,18.0647,18.0662,18.0669,18.0673,18.0015,18.0437,18.0665,18.0672,18.038,0,8.96904,18.0365,18.0675,0,0,0,0,0,0,0,13.0755,18.0755,11.0755,0,0,18.0755,18.0755,18.0755,0,0,0,18.0755,0,0,0,0,0,0,0,3.14159,0.0872664,,7
2020_12_14_232922_43,,18.0199,18.0205,18.0218,18.0223,0,18.02,18.0206,18.0221,18.0228,18.0235,18.0205,18.0212,18.0227,18.0234,18.0238,17.8026,17.8248,18.0231,18.0238,17.8363,0,0.0442266,17.846,17.8804,0,0,15.0321,16.0321,14.0321,0,0,17.0321,18.0321,17.0321,0,0,18.0321,18.0321,18.0321,0,0,0,18.0321,0,0,0,0,0,0,0,3.14159,1.48353,,2
2020_12_14_232922_44,,17.7854,17.7862,17.7872,17.7878,0,17.7854,17.7861,17.7876,17.7883,17.7897,17.786,17.7867,17.7882,17.789,17.7895,17.606,17.6559,17.7885,17.7893,17.595,0,0,17.6136,17.672,0,0,14.7976,15.7976,0,0,0,16.7976,17.7976,16.7976,0,0,17.7976,17.7976,17.7976,0,0,0,17.7976,0,0,0,0,0,0,0,2.60714,1.31466,,1
2020_12_14_232922_45,,18.0366,18.0373,18.0385,0,0,18.0367,18.0373,18.0388,18.0395,18.0402,18.0373,18.038,18.0395,18.0402,18.0406,17.9504,18.0153,18.0398,18.0405,17.9118,0,0,17.9942,18.0205,0,0,13.0488,0,0,0,0,17.0488,18.0488,0,0,0,18.0488,18.0488,18.0488,0,0,0,18.0488,0,0,0,0,0,0,0,2.21301,0.896445,,6
2020_12_14_232922_46,,18.0578,18.0585,18.0596,18.0602,0,18.0579,18.0585,18.06,18.0607,18.0621,18.0585,18.0592,18.0607,18.0614,18.0618,18.0045,18.0376,18.061,18.0617,17.989,0,0,18.0334,18.0506,0,0,0,0,0,0,0,17.07,18.07,0,0,0,18.07,18.07,18.07,0,0,0,18.07,0,0,0,0,0,0,0,2.0301,0.407816,,8
2020_12_14_233433_47,,18.0466,18.0462,18.0463,18.0463,18.0464,18.0454,18.0454,18.0455,18.0455,18.0456,18.0446,18.0446,18.0446,18.0446,18.0447,18.0438,18.0431,18.043,18.043,18.043,17.9467,17.951,18.0423,18.0422,18.0422,0,16.0523,16.0523,16.0523,0,0,18.0523,18.0523,17.0523,0,0,18.0523,18.0523,15.0523,0,0,18.0523,18.0523,12.0523,0,0,0,0,0,0,3.14159,0.785398,,8
2020_12_14_233434_48,,18.0295,18.0291,18.0292,18.0292,18.0292,18.0283,18.0283,18.0283,18.0284,18.0284,18.0275,18.0275,18.0275,18.0275,18.0275,18.026,18.026,18.026,18.0259,18.0259,17.9531,17.9584,18.0252,18.0251,18.0251,0,13.0352,13.0352,13.0352,0,0,18.0352,18.0352,17.0352,0,0,17.0352,18.0352,15.0352,0,0,18.0352,18.0352,3.03521,0,0,0,0,0,0,3.14159,0.436332,,1
2020_12_14_233434_49,,18.0539,18.0772,18.0769,18.0769,18.0769,18.0371,18.076,18.076,18.0761,18.0761,18.0438,18.0752,18.0752,18.0753,18.0753,18.0552,18.0737,18.0737,18.0736,18.0736,17.9763,17.9935,18.0265,18.0729,18.0728,0,0,14.083,14.083,0,0,8.083,18.083,17.083,0,0,17.083,18.083,15.083,0,0,15.083,18.083,12.083,0,0,0,0,0,0,3.59729,0.581803,,8
2020_12_14_233434_50,,18.0192,18.0187,18.0188,18.0187,18.0188,17.9768,18.018,18.018,18.018,18.018,17.9794,18.0172,18.0171,18.0172,18.0171,17.975,18.0157,18.0156,18.0156,18.0155,17.891,17.921,17.9545,18.0149,18.0148,0,0,16.0249,16.0249,0,0,17.0249,18.0249,17.0249,0,0,17.0249,18.0249,15.0249,0,0,18.0249,18.0249,12.0249,0,0,0,0,0,0,3.61696,0.844021,,6
2020_12_14_233434_51,,18.0599,18.0594,18.0594,18.0596,18.0596,18.0041,18.0586,18.0586,18.0587,18.0588,18.0061,18.0578,18.0578,18.0579,18.0579,18.0115,18.0562,18.0563,18.0562,18.0562,17.9343,17.9291,17.9773,18.0555,18.0554,0,0,16.0656,16.0656,0,0,17.0656,18.0656,17.0656,0,0,17.0656,18.0656,15.0656,0,0,18.0656,18.0656,12.0656,0,0,0,0,0,0,3.42336,1.05474,,7
2020_12_14_233434_52,,18.0283,18.0279,18.0279,18.0279,18.0279,18.0271,18.027,18.027,18.0271,18.0271,18.0264,18.0264,18.0263,18.0263,18.0263,18.0248,18.0248,18.0247,18.0247,18.0247,17.8897,17.8844,18.024,18.0239,18.0239,0,16.0341,16.0341,16.0341,0,0,18.0341,18.0341,17.0341,0,0,18.0341,18.0341,15.0341,0,0,18.0341,18.0341,0,0,0,0,0,0,0,3.14159,1.13446,,3
2020_12_14_233434_53,,17.945,17.9446,17.9446,17.9447,17.9046,17.9438,17.9438,17.9438,17.9439,17.8942,17.943,17.943,17.943,17.943,17.8839,17.9414,17.9415,17.9415,17.9415,17.8928,17.8142,17.8659,17.9408,17.9407,17.9077,0,15.9508,15.9508,0,0,0,17.9508,17.9508,16.9508,0,0,17.9508,17.9508,12.9508,0,0,17.9508,17.9508,0,0,0,0,0,0,0,2.85982,1.05474,,3
2020_12_14_233434_54,,18.0253,18.0249,18.025,18.025,17.9619,18.0241,18.0242,18.0242,18.0242,17.9673,18.0233,18.0234,18.0233,18.0234,17.969,18.0217,18.0218,18.0217,18.0217,17.9678,17.9234,17.9596,18.021,18.021,17.969,0,16.031,16.031,0,0,0,18.031,18.031,13.031,0,0,18.031,18.031,15.031,0,0,18.031,18.031,0,0,0,0,0,0,0,2.66623,0.844021,,4
2020_12_14_233434_55,,18.028,18.0276,18.0277,18.0277,18.0026,18.0268,18.0268,18.0269,18.0269,17.9997,18.026,18.026,18.026,18.026,17.9953,18.0245,18.0245,18.0244,18.0244,17.9912,17.9392,17.9756,18.0237,18.0236,17.9974,0,14.0338,14.0338,0,0,0,18.0338,18.0338,13.0338,0,0,18.0338,18.0338,0,0,0,18.0338,18.0338,0,0,0,0,0,0,0,2.68589,0.581803,,2
2020_12_14_233435_56,,18.0631,18.0627,18.0627,18.0627,18.0627,18.0619,18.0619,18.0619,18.0619,18.0619,18.0611,18.0611,18.0611,18.0611,18.0611,18.0595,18.0595,18.0595,18.0595,18.0595,18.0227,18.0253,18.0587,18.0587,18.0587,0,0,0,0,0,0,16.0688,18.0688,17.0688,0,0,17.0688,18.0688,15.0688,0,0,18.0688,18.0688,3.06878,0,0,0,0,0,0,3.14159,0.0872664,,1
2020_12_14_233435_57,,18.0168,18.0719,18.0715,18.0715,18.0716,18.0213,18.0707,18.0707,18.0707,18.0708,18.0198,18.0699,18.0699,18.0699,18.0699,18.0198,18.0683,18.0683,18.0683,18.0683,17.9829,18.0143,18.0385,18.0675,18.0675,0,0,0,7.07765,0,0,0,18.0776,17.0776,0,0,17.0776,18.0776,15.0776,0,0,15.0776,18.0776,12.0776,0,0,0,0,0,0,4.25309,0.407816,,3
2020_12_14_233435_58,,18.0006,18.0002,18.0002,18.0001,18.0001,17.9092,17.9994,17.9994,17.9994,17.9994,17.9099,17.9986,17.9986,17.9986,17.9986,17.9022,17.9971,17.9971,17.997,17.997,17.8582,17.9026,17.943,17.9962,17.9962,0,0,15.0063,15.0063,0,0,0,18.0063,17.0063,0,0,16.0063,18.0063,15.0063,0,0,18.0063,18.0063,12.0063,0,0,0,0,0,0,4.07018,0.896445,,2
2020_12_14_233435_59,,18.0363,18.0358,18.0358,18.0359,18.0357,17.8965,18.035,18.0351,18.0351,18.0352,17.9141,18.0342,18.0341,18.0343,18.0343,17.8742,18.0326,18.0332,18.0326,18.0326,17.8576,17.8493,18.0318,18.032,18.0318,0,0,16.042,16.042,0,0,12.042,18.042,17.042,0,0,17.042,18.042,15.042,0,0,18.042,18.042,12.042,0,0,0,0,0,0,3.67604,1.31466,,7
2020_12_14_233435_60,,18.0066,18.0061,18.0061,18.0061,18.0061,18.0053,18.0053,18.0053,18.0053,18.0053,18.0046,18.0046,18.0046,18.0046,18.0046,18.0031,18.003,18.003,18.0029,18.0029,17.7986,17.8165,18.0022,18.0022,18.0022,0,16.0123,16.0123,16.0123,0,0,18.0123,18.0123,17.0123,0,0,18.0123,18.0123,15.0123,0,0,18.0123,18.0123,0,0,0,0,0,0,0,3.14159,1.48353,,8
2020_12_14_233435_61,,17.0468,17.0467,17.0464,17.0465,16.8986,17.0457,17.0457,17.0456,17.0457,16.9089,17.0448,17.0448,17.0448,17.0449,16.9176,17.0432,17.0433,17.044,17.0433,16.8805,16.9071,16.8806,17.0426,17.0425,16.906,0,15.0526,15.0526,0,0,0,17.0526,17.0526,16.0526,0,0,17.0526,17.0526,1.05261,0,0,17.0526,17.0526,0,0,0,0,0,0,0,2.60714,1.31466,,3
2020_12_14_233435_62,,18.0155,18.0151,18.0152,18.0152,17.9138,18.0143,18.0144,18.0144,18.0144,17.9198,18.0135,18.0136,18.0136,18.0137,17.9159,18.012,18.012,18.0121,18.0121,17.9154,17.9247,17.9511,18.0113,18.0113,17.9095,0,15.0213,15.0213,0,0,0,18.0213,18.0213,0,0,0,18.0213,18.0213,0,0,0,18.0213,18.0213,0,0,0,0,0,0,0,2.21301,0.896445,,7
2020_12_14_233435_63,,18.0261,18.0257,18.0258,18.0258,17.9791,18.0249,18.0249,18.0249,18.025,17.9717,18.0241,18.0241,18.0241,18.0242,17.9725,18.0226,18.0225,18.0225,18.0225,17.9693,17.9593,17.9935,18.0218,18.0218,17.973,0,8.03187,0,0,0,0,18.0319,18.0319,0,0,0,18.0319,18.0319,0,0,0,18.0319,18.0319,0,0,0,0,0,0,0,2.0301,0.407816,,8
2020_12_14_234205_64,,0,0,4.04874,4.04867,4.04583,0,0,4.0486,4.04723,3.20716,0,4.04861,4.04829,4.04553,0,0,4.04853,4.04657,0,0,4.04854,4.04762,4.00268,0,0,0,0,0,0,0,0,0,4.05697,4.05697,0,0,4.05697,4.05697,4.05697,0,0,4.05697,4.05697,0,0,0,0,0,0,0,3.14159,0.785398,,2
2020_12_14_234206_65,,0,0,4.08505,4.08486,4.08214,0,0,4.08485,4.0835,3.27617,0,4.08491,4.08458,4.08185,0,4.08485,4.0849,4.08289,0,0,4.08494,4.08404,4.0502,0,0,0,0,0,0,0,0,0,4.09328,4.09328,0,0,4.09328,4.09328,4.09328,0,0,4.09328,4.09328,0,0,0,0,0,0,0,3.14159,0.436332,,2
2020_12_14_234206_66,,0,0,4.28523,4.28514,4.28232,0,0,4.2851,4.28376,3.44365,0,4.28511,4.28479,4.2821,0,4.28495,4.28503,4.28317,0,0,4.28505,4.28417,4.26042,0,0,0,0,0,0,0,0,0,4.29345,4.29345,0,0,3.29345,4.29345,4.29345,0,0,4.29345,4.29345,0,0,0,0,0,0,0,3.59729,0.581803,,4
2020_12_14_234206_67,,0,0,4.28523,4.28504,4.28232,0,0,4.28503,4.28369,4.15522,0,4.285,4.2847,4.28205,0,4.28487,4.28495,4.28311,0,0,4.28503,4.2841,4.26041,0,0,0,0,0,0,0,0,0,4.29345,4.29345,0,0,3.29345,4.29345,4.29345,0,0,4.29345,4.29345,0,0,0,0,0,0,0,3.61696,0.844021,,4
2020_12_14_234206_68,,0,0,4.28523,4.28511,4.28232,0,0,4.28507,4.28369,3.61027,0,4.28506,4.28474,4.282,0,4.28491,4.28501,4.28307,0,0,4.28503,4.2841,4.24187,0,0,0,0,0,0,0,0,0,4.29345,4.29345,0,0,4.29345,4.29345,4.29345,0,0,4.29345,4.29345,0,0,0,0,0,0,0,3.42336,1.05474,,2
2020_12_14_234206_69,,0,0,4.28523,4.28495,4.28232,0,0,4.28498,4.28362,4.11286,0,4.285,4.28469,4.28205,0,4.28494,4.285,4.28305,0,0,4.28503,4.28414,4.2352,0,0,0,0,0,0,0,0,0,4.29345,4.29345,0,0,4.29345,4.29345,4.29345,0,0,4.29345,4.29345,0,0,0,0,0,0,0,3.14159,1.13446,,3
