2021_01_04_175112_0,,0,6.03631,6.03583,6.03418,0,0,6.03625,6.03559,6.03395,0,0,6.03652,6.03536,6.03372,0,0,6.03646,6.03513,6.00227,0,0,6.03638,6.03491,5.98948,0,0,0,2.04368,0,0,0,0,6.04367,0,0,0,0,6.04367,0,0,0,0,6.04367,0,0,0,0,0,0,0,3.14159,0.785398,,4
2021_01_04_175112_1,,0,6.07502,6.07471,6.07269,0,0,6.07476,6.07409,6.07243,0,0,6.075,6.07384,6.07219,0,0,6.07494,6.07358,6.05612,0,0,6.07482,6.07333,6.04458,0,0,0,0,0,0,0,0,6.08211,0,0,0,0,6.08211,0,0,0,0,6.08211,0,0,0,0,0,0,0,3.14159,0.436332,,4
2021_01_04_175113_2,,0,6.13146,6.13093,6.12922,0,0,6.13132,6.13064,6.12891,0,0,6.13148,6.13039,6.12868,0,0,6.13148,6.13009,6.08017,0,0,6.13134,6.12979,6.07741,0,0,0,2.13864,0,0,0,0,6.13863,0,0,0,0,6.13863,0,0,0,0,6.13863,0,0,0,0,0,0,0,3.14159,1.13446,,4
2021_01_04_175113_3,,0,5.96354,5.96323,5.96142,0,0,5.9634,5.96275,5.96112,0,0,5.96356,5.96251,5.96092,0,0,5.96349,5.96223,5.90301,0,0,5.96337,5.96194,5.87962,0,0,0,1.97077,0,0,0,0,5.97076,0,0,0,0,5.97076,0,0,0,0,5.97076,0,0,0,0,0,0,0,2.85982,1.05474,,1
2021_01_04_175113_4,,0,6.01131,6.01119,6.00926,0,0,6.01122,6.01059,6.00902,0,0,6.0115,6.01035,6.00877,0,0,6.01143,6.0101,5.95121,0,0,6.01133,6.00988,5.92866,0,0,0,2.01865,0,0,0,0,6.01865,0,0,0,0,6.01865,0,0,0,0,6.01865,0,0,0,0,0,0,0,2.66623,0.844021,,2
2021_01_04_175113_5,,0,6.16192,6.1615,6.15962,0,0,6.16159,6.16093,6.15933,0,0,6.16177,6.16068,6.15907,0,0,6.16171,6.1604,6.12082,0,0,6.16157,6.16014,6.09524,0,0,0,0.168943,0,0,0,0,6.16894,0,0,0,0,6.16894,0,0,0,0,6.16894,0,0,0,0,0,0,0,2.68589,0.581803,,2
2021_01_04_175113_6,,0,6.05937,6.05901,6.05712,0,0,6.05912,6.05848,6.05685,0,0,6.05934,6.05822,6.05659,0,0,6.05928,6.05794,6.04844,0,0,6.05915,6.05767,6.04261,0,0,0,0,0,0,0,0,6.06647,0,0,0,0,6.06647,0,0,0,0,6.06647,0,0,0,0,0,0,0,3.14159,0.0872664,,3
2021_01_04_175113_7,,0,6.05395,6.05342,6.05171,0,0,6.05381,6.05313,6.0514,0,0,6.05397,6.05288,6.05117,0,0,6.05397,6.05258,6.00266,0,0,6.05383,6.05228,5.90229,0,0,0,2.06113,0,0,0,0,6.06112,0,0,0,0,6.06112,0,0,0,0,6.06112,0,0,0,0,0,0,0,3.14159,1.48353,,3
2021_01_04_175113_8,,0,6.00414,6.00355,6.00181,0,0,6.00377,6.00319,6.0015,0,0,6.00387,6.00277,6.00113,0,0,6.0037,6.0026,5.88537,0,0,6.00361,6.00213,5.863,0,0,0,2.01108,0,0,0,0,6.01108,0,0,0,0,6.01108,0,0,0,0,6.01108,0,0,0,0,0,0,0,2.60714,1.31466,,3
2021_01_04_175113_9,,0,6.08182,6.0816,6.07966,0,0,6.08168,6.08103,6.07941,0,0,6.08189,6.08077,6.07913,0,0,6.08182,6.08048,5.99855,0,0,6.08168,6.08022,5.9659,0,0,0,0,0,0,0,0,6.089,0,0,0,0,6.089,0,0,0,0,6.089,0,0,0,0,0,0,0,2.21301,0.896445,,3
